% Model:              11dec.mph
% Version:            COMSOL 6.2.0.290
% Date:               Dec 12 2024, 10:11
% Dimension:          3
% Nodes:              32582
% Expressions:        1
% Description:        Slice
% x                       y                        z                        Velocity magnitude
-4.2351647362715017E-22   0.34414464695772584      0.00999762330338156      0.0011960366978719206
4.2351647362715017E-22    0.34414926315711464      0.010000000000000002     0.00119575594291152
8.470329472543003E-22     0.34414925724478906      0.009998786116555587     0.0011961379155246191
-4.2351647362715017E-22   0.3441417732593373       0.010000000000000002     0.0011969101248478424
0                         0.3365396966616385       0.007817985616926947     0.0019681993309947974
4.3368086899420177E-19    0.3355317764228981       0.010000000000000002     0.0022446558703886725
0                         0.3370447300246806       0.00574804333450031      0.0015144084314854696
0                         0.32745907403967844      0.006622417087565658     0.003880694494478648
0                         0.3280891078867454       0.010000000000000002     0.0027582996360047004
0                         0.32521320288237204      0.005644407513299673     0.004147045135886111
0                         0.3248255539130607       0.006122723699482974     0.00428404414940076
0                         0.32467114178205625      0.010000000000000002     0.0030775820664239294
2.1684043449710089E-19    0.31359566587215737      0.010000000000000002     0.0017445197440158777
7.27601301691444E-19      -0.34410166030522804     0.009997733891400507     0.0019104520813222642
5.200782296141404E-19     -0.34410575629085494     0.009998677134708454     0.0019103106120806322
9.232659125071874E-20     -0.34410575583000697     0.010000000000000002     0.0019098604129313837
4.2266944067989587E-19    -0.34409762161298224     0.010000000000000002     0.0019110399960417933
-4.3368086899420177E-19   -0.3332774810639611      0.010000000000000002     0.002943256729188873
4.3368086899420177E-19    -0.3327970945136657      0.007374049709724169     0.0024933704405050413
-4.3368086899420177E-19   -0.3337468012075178      0.005757094863634728     0.0022266409319546335
6.505213034913027E-19     -0.3262250346769298      0.010000000000000002     0.003361532617525261
-2.1684043449710089E-19   0.3236996660135365       0.005636520506922146     0.004241715433048459
2.1684043449710089E-19    0.3117399611829146       0.009158348103090653     0.0016845269905660467
4.3368086899420177E-19    0.3111747141303808       0.010000000000000002     0.0024546081339088858
-2.1684043449710089E-19   0.30665333912582776      0.00766399850290036      0.002829157098390595
0                         0.3061775284489984       0.010000000000000002     0.0033701654276865143
-8.673617379884035E-19    0.2987395651172834       0.008495627152126527     0.006445664176568704
4.3368086899420177E-19    0.3017026154822452       0.005547006635895845     0.004718298552857833
-8.673617379884035E-19    0.29757753112845753      0.010000000000000002     0.006049117930081279
-8.673617379884035E-19    -0.330114508489056       0.005722904423460748     0.002648362386456717
-8.673617379884035E-19    -0.32335073414313475     0.009143350870999278     0.003594413081218085
-4.3368086899420177E-19   -0.32074940837649857     0.006963258775249446     0.00488804829137922
-6.505213034913027E-19    -0.32257160909855487     0.010000000000000002     0.003857144936961416
8.673617379884035E-19     -0.3219372624680711      0.005650760915334065     0.004488020239441192
0                         -0.31248452539286803     0.010000000000000002     0.005312269361608716
1.0842021724855044E-19    -0.3101903942994903      0.006857076329606837     0.006849901775142814
0                         -0.3128054776137894      0.005605008748059        0.006819414040476306
2.1684043449710089E-19    0.28957192191714254      0.0058093193540525315    0.007267836602162199
2.1684043449710089E-19    0.2914222509143154       0.006661018556728737     0.006667609595643736
0                         0.2898582104976449       0.005534811921300588     0.006508971644064552
-1.0842021724855044E-19   0.28590574113347744      0.007605204105427777     0.007638593805357125
-1.3010426069826053E-18   0.28390147976054975      0.010000000000000002     0.008208540879428747
2.1684043449710089E-19    0.2821688336144729       0.010000000000000002     0.0086846194901707
4.3368086899420177E-19    -0.30915607461995354     0.010000000000000002     0.007230041421062614
-4.3368086899420177E-19   -0.29605113162692714     0.008688878577854574     0.013042520023420623
0                         -0.3033823749681361      0.010000000000000002     0.009855346534320061
0                         -0.3083796803196021      0.005590258525775328     0.007627197804408859
0                         -0.29594048102245213     0.010000000000000002     0.013164567323728716
0                         0.2880703211224685       0.005532868410290105     0.008069339928414897
-1.0842021724855044E-18   0.28078653806804527      0.009428172900977482     0.009705055068815102
-8.673617379884035E-19    0.2808140358826529       0.010000000000000002     0.008516859603443831
-4.3368086899420177E-19   0.2641133133903718       0.008287304588385988     0.012633118640861135
0                         0.26146450488336903      0.010000000000000002     0.009165937787606934
0                         0.274770625666126        0.00552639355581339      0.018191486198838758
5.421010862427522E-20     -0.2799069079530944      0.009780676187688969     0.01498297873161269
-5.421010862427522E-20    -0.2791604467441868      0.010000000000000002     0.015201045835206211
5.421010862427522E-20     -0.27898255398701494     0.009854252001502136     0.01523756750000543
0                         -0.2797391461243594      0.010000000000000002     0.015020492165211615
4.3368086899420177E-19    -0.28815626952808665     0.005543884384550529     0.012018306372623893
0                         -0.2788216168808724      0.010000000000000002     0.015091316674099057
2.168404344971009E-18     0.2579525690674205       0.0065249121046283345    0.010287998723773815
-4.3368086899420177E-19   0.26054537997083693      0.00551715486652049      0.01301627343154305
0                         0.23714168100372013      0.010000000000000002     0.027747356095378914
-1.734723475976807E-18    0.2546312236249665       0.010000000000000002     0.014561208226719127
-8.673617379884035E-19    0.25254357472791955      0.006633719800757476     0.014610400641027598
-4.3368086899420177E-19   0.2546059765692196       0.005514756189167642     0.012071628843941348
0                         -0.2646466824051447      0.006449426625072627     0.016557730178260077
4.3368086899420177E-19    -0.266714643350256       0.005519670925836579     0.017611331801573184
0                         -0.27457191814329596     0.010000000000000002     0.014710300022849489
6.505213034913027E-19     -0.25699142074920694     0.008605181991357385     0.014209408881947492
2.168404344971009E-18     -0.25556334391655716     0.010000000000000002     0.011903093964098131
8.673617379884035E-19     -0.26110616807691556     0.005515919594509859     0.017390193142721163
4.3368086899420177E-19    -0.23565360371993427     0.006271724755562049     0.008697390878312571
0                         -0.23993169139261664     0.005508172943256659     0.00607182036035682
-4.3368086899420177E-19   -0.2483495092013019      0.008501168552672075     0.009622077053417756
1.734723475976807E-18     0.23085605144149313      0.0077585440927101165    0.02837252253588781
4.3368086899420177E-19    0.24810818049481506      0.005513053974302658     0.01565546519318466
0                         0.21407927228662899      0.005946276267546331     0.04338361060624718
2.1684043449710089E-19    0.2120442050265271       0.005503498400923389     0.04480238198849643
0                         0.2117130735602247       0.005840049582351567     0.04513723603954466
-8.673617379884035E-19    0.22572001288950674      0.010000000000000002     0.02927102363997793
-8.673617379884035E-19    0.21310477596278737      0.010000000000000002     0.037740579529317586
-2.1684043449710089E-19   -0.2541538537743722      0.009687154099872839     0.012023575337984638
1.0842021724855044E-18    -0.253891328866337       0.010000000000000002     0.01184365162853235
-8.673617379884035E-19    -0.22882931654515404     0.010000000000000002     0.02884249155642758
0                         -0.24994492222130354     0.010000000000000002     0.01484438709951326
